"","id","hexaco1","hexaco2","hexaco3","hexaco4","hexaco5","hexaco6","hexaco7","hexaco8","hexaco9","hexaco10","hexaco11","hexaco12","hexaco13","hexaco14","hexaco15","hexaco16","hexaco17","hexaco18","hexaco19","hexaco20","hexaco21","hexaco22","hexaco23","hexaco24","hexaco25","hexaco26","hexaco27","hexaco28","hexaco29","hexaco30","hexaco31","hexaco32","hexaco33","hexaco34","hexaco35","hexaco36","hexaco37","hexaco38","hexaco39","hexaco40","hexaco41","hexaco42","hexaco43","hexaco44","hexaco45","hexaco46","hexaco47","hexaco48","hexaco49","hexaco50","hexaco51","hexaco52","hexaco53","hexaco54","hexaco55","hexaco56","hexaco57","hexaco58","hexaco59","hexaco60","hexaco61","hexaco62","hexaco63","hexaco64","hexaco65","hexaco66","hexaco67","hexaco68","hexaco69","hexaco70","hexaco71","hexaco72","hexaco73","hexaco74","hexaco75","hexaco76","hexaco77","hexaco78","hexaco79","hexaco80","hexaco81","hexaco82","hexaco83","hexaco84","hexaco85","hexaco86","hexaco87","hexaco88","hexaco89","hexaco90","hexaco91","hexaco92","hexaco93","hexaco94","hexaco95","hexaco96","hexaco97","hexaco98","hexaco99","hexaco100","hexaco101","hexaco102","hexaco103","hexaco104","hexaco105","hexaco106","hexaco107","hexaco108","hexaco109","hexaco110","hexaco111","hexaco112","hexaco113","hexaco114","hexaco115","hexaco116","hexaco117","hexaco118","hexaco119","hexaco120","hexaco121","hexaco122","hexaco123","hexaco124","hexaco125","hexaco126","hexaco127","hexaco128","hexaco129","hexaco130","hexaco131","hexaco132","hexaco133","hexaco134","hexaco135","hexaco136","hexaco137","hexaco138","hexaco139","hexaco140","hexaco141","hexaco142","hexaco143","hexaco144","hexaco145","hexaco146","hexaco147","hexaco148","hexaco149","hexaco150","hexaco151","hexaco152","hexaco153","hexaco154","hexaco155","hexaco156","hexaco157","hexaco158","hexaco159","hexaco160","hexaco161","hexaco162","hexaco163","hexaco164","hexaco165","hexaco166","hexaco167","hexaco168","hexaco169","hexaco170","hexaco171","hexaco172","hexaco173","hexaco174","hexaco175","hexaco176","hexaco177","hexaco178","hexaco179","hexaco180","hexaco181","hexaco182","hexaco183","hexaco184","hexaco185","hexaco186","hexaco187","hexaco188","hexaco189","hexaco190","hexaco191","hexaco192","hexaco193","hexaco194","hexaco195","hexaco196","hexaco197","hexaco198","hexaco199","hexaco200","sample","missing_hexacoitems","missing_demographics","retain","sincerity","fearfulness","socialselfesteem","forgiveness","organization","aestheticappreciation","fairness","anxiety","socialboldness","gentleness","diligence","inquisitiveness","greedavoidance","dependence","sociability","flexibility","perfectionism","creativity","modesty","sentimentality","liveliness","patience","prudence","unconventionality","altruism","honestyhumility","emotionality","extraversion","agreeableness","conscientiousness","openness","other","matched","hexaco_global_ml","hexaco_global_pca","hexaco_global_unit","hexaco_items_global_ml","mahalanobis_distance_applicant","mahalanobis_distance_research","proximity_to_ideal_applicant","proximity_to_ideal_research","modal_distance_applicant","modal_proximity_applicant","prop_extreme","weighted_desirability","mean_agreement"
"3265",100789,4,2,4,4,4,4,4,5,4,4,4,2,2,4,4,1,4,2,2,3,2,2,4,3,4,4,4,3,4,2,4,4,4,4,4,3,2,4,4,4,2,4,4,4,4,1,2,4,2,4,4,2,4,4,4,4,3,4,2,4,1,4,4,3,4,2,4,5,4,4,2,2,2,1,1,4,2,4,2,2,2,2,2,2,4,3,2,3,2,1,2,2,2,4,4,2,2,3,2,4,4,2,4,4,4,2,4,1,2,4,4,4,2,2,1,4,4,4,4,3,4,4,2,2,1,2,4,2,3,4,2,5,2,2,5,4,2,5,2,1,4,2,4,2,4,4,2,4,1,4,1,3,4,4,2,1,3,4,2,2,4,4,1,2,1,4,3,2,2,2,2,3,1,1,1,4,4,3,3,4,3,2,4,3,4,3,2,4,2,4,2,4,5,5,4,3,4,1,2,2,"research",0,0,TRUE,3.25,3.25,4.125,3,4.375,2.875,3.75,4,2.75,3.625,3.125,2,3.125,3.875,3.875,3.5,3.75,2.875,4.25,4.125,4.125,3.875,3.875,2.5,4.25,3.59375,3.8125,3.71875,3.5,3.78125,2.5625,4.25,TRUE,-0.511540301870239,-0.972115900026098,13.34375,-0.747635597128635,334.41820906214,192.99462972412,-334.41820906214,-192.99462972412,0.775,-0.775,0.13,0.129490054803778,3.005
"3266",213550,4,2,4,4,4,5,1,4,3,4,4,4,4,1,4,1,4,2,1,3,1,1,5,4,1,4,4,1,5,2,5,1,4,4,2,2,4,2,2,4,1,4,2,4,4,1,1,2,1,1,5,4,5,2,1,4,2,4,4,4,1,2,4,5,4,2,5,4,5,2,5,5,5,2,1,5,5,5,1,2,2,1,2,2,2,4,2,2,4,2,4,1,1,5,5,2,1,2,1,4,4,1,5,4,4,4,2,3,1,4,2,4,2,4,1,5,2,4,4,3,5,5,1,4,1,1,5,5,3,5,1,4,1,2,4,1,1,2,1,1,4,1,5,1,5,5,1,1,1,4,1,4,2,3,2,2,1,4,2,1,4,1,1,1,4,2,1,1,1,2,1,1,1,2,1,4,4,1,1,2,1,4,4,5,5,2,1,4,1,5,1,2,4,5,5,4,5,1,1,1,"applicant",0,0,TRUE,4.625,3.875,4.75,4.5,4.25,3.5,5,3,2.25,4.25,3.75,3.125,4.625,2.625,3.75,3.625,4.375,2.625,4.25,4.375,4,4.375,4.375,3.25,4.75,4.625,3.46875,3.6875,4.1875,4.1875,3.125,4.75,TRUE,0.87415877529706,0.764401810054762,16.34375,0.995146110258846,417.133258778588,414.922239551705,-417.133258778588,-414.922239551705,0.815,-0.815,0.475,0.265801169229889,2.795
"3267",101652,4,2,4,4,4,5,2,5,4,4,4,2,4,2,2,2,4,5,2,1,1,1,4,4,2,3,5,2,4,5,5,2,1,5,5,3,4,3,1,4,1,2,2,2,5,2,2,3,2,2,5,5,5,1,4,5,4,5,5,4,3,4,4,4,5,4,2,4,5,5,1,2,2,2,1,4,2,4,3,3,4,2,3,2,2,2,2,2,3,2,4,2,1,5,4,2,2,4,2,4,4,4,4,2,4,2,2,2,2,4,4,3,2,4,4,4,4,5,5,4,2,4,1,1,1,2,2,2,4,4,4,4,2,3,4,4,4,4,4,2,4,2,4,3,4,4,2,4,2,5,2,4,4,2,2,2,3,4,3,2,5,4,4,4,2,2,3,4,2,4,1,2,2,2,2,4,4,4,4,2,2,2,4,4,4,4,3,4,2,4,3,4,4,4,2,3,4,4,2,2,"research",0,0,TRUE,3.25,3.125,4.625,3.5,4.25,3.5,3.5,3.375,3.625,3.5,3.625,2.625,3.75,3.5,3.75,3.125,4,3.125,2.375,3.125,4.5,4.5,4,3.25,3.375,3.21875,3.28125,4.125,3.65625,3.96875,3.125,3.375,TRUE,0.0371870954851335,-0.218851948491092,14.8125,-0.44313765056665,504.373707964077,266.639905173632,-504.373707964077,-266.639905173632,0.775,-0.775,0.185,0.157590670875513,3.145
"3269",218336,4,2,4,4,5,1,1,2,5,4,5,4,1,2,4,1,3,1,3,2,1,1,5,4,3,4,5,2,5,4,4,2,1,4,5,2,4,2,1,4,1,2,2,4,4,1,1,2,1,4,5,5,5,1,1,4,4,4,5,4,4,2,4,1,4,4,5,2,5,4,1,3,5,1,1,4,1,4,1,5,5,1,2,5,3,5,1,1,3,3,4,2,1,5,5,2,1,5,1,4,5,2,5,1,2,3,1,4,2,5,5,5,1,5,1,3,5,5,5,4,4,4,1,4,1,1,5,5,5,5,1,1,1,5,5,1,1,5,3,2,5,1,5,1,4,4,1,2,1,4,1,5,5,4,1,5,2,5,2,1,5,5,2,3,1,2,1,1,1,4,1,2,1,5,1,2,5,1,2,1,3,1,5,1,5,1,3,2,1,5,1,2,4,5,5,5,5,1,1,2,"applicant",0,0,TRUE,4.125,2.75,4.875,4.125,5,4.5,4.875,1.75,4.25,4.25,4.5,4.5,3.25,2.875,4.625,4.875,4.375,4.5,3.375,3,4.875,4.75,5,3.125,4.75,3.90625,2.59375,4.65625,4.5,4.71875,4.15625,4.75,TRUE,2.11780446998433,2.39696994504718,19.34375,2.21137527130512,175.515126218336,188.061598786284,-175.515126218336,-188.061598786284,0.715,-0.715,0.58,0.317653371561871,2.965
"3272",218369,4,2,4,4,5,1,1,3,4,4,4,5,2,3,4,2,4,3,2,2,2,1,3,4,4,3,4,3,4,3,4,1,1,2,4,2,2,2,2,4,2,4,4,1,4,2,1,2,2,4,4,2,3,1,2,4,3,3,4,4,3,2,4,2,4,2,1,4,4,3,1,1,2,2,1,4,2,4,2,3,4,4,2,5,4,3,1,4,2,1,2,2,1,3,4,2,2,3,2,3,4,2,3,1,2,4,2,5,3,4,4,2,3,2,1,3,4,2,4,3,2,4,2,3,1,1,5,5,4,2,1,1,2,4,4,4,1,2,2,2,4,2,4,2,4,2,1,3,2,4,1,4,4,2,1,4,4,2,2,3,4,4,2,2,2,2,2,2,2,4,1,3,1,4,1,4,2,3,4,1,2,3,4,2,4,3,3,4,2,4,2,2,3,5,4,4,5,3,1,2,"applicant",0,0,TRUE,3,2.75,4.375,3.125,4.25,4.25,4.375,2.375,4,2.75,3.75,4.625,2.75,2.625,4.125,3.125,3.75,2.375,3.625,3.25,4.125,3.625,4.125,3,4.125,3.4375,2.75,4.15625,3.15625,3.96875,3.5625,4.125,TRUE,-0.0735428323134638,-0.0272337470236204,15.53125,0.188450705013357,226.672380182887,193.385730087476,-226.672380182887,-193.385730087476,0.59,-0.59,0.19,0.232782979515726,2.78
"3273",215660,4,2,4,4,5,1,1,3,5,4,5,5,4,3,4,2,4,2,3,3,1,1,4,4,4,5,5,2,5,4,5,3,2,3,4,1,3,2,2,4,2,2,2,4,5,2,3,1,2,5,5,4,5,1,1,3,4,3,5,5,3,2,5,2,4,4,3,4,5,3,2,4,2,4,1,4,1,5,1,3,5,2,5,5,3,4,3,4,4,4,3,2,1,4,4,5,3,5,1,4,5,1,5,2,2,4,1,5,3,4,5,4,3,5,2,4,5,2,5,5,3,1,1,4,1,1,5,4,5,3,1,1,3,4,4,2,2,5,2,2,5,1,5,4,5,3,2,2,2,3,1,4,4,3,2,5,3,2,1,2,5,4,2,2,1,2,2,2,2,4,1,2,1,3,1,2,2,3,2,1,2,4,5,2,4,1,3,4,1,5,2,3,4,5,4,4,5,3,1,1,"applicant",0,0,TRUE,3.125,1.625,4.75,4,4.875,4.375,5,2.5,4.375,3.375,4.625,5,3.25,2.375,4.375,3.75,4,4.375,3.25,3.875,5,4,4.125,3.5,4.375,3.65625,2.59375,4.625,3.78125,4.40625,4.3125,4.375,TRUE,1.25834546434931,1.56037773145391,18.1875,1.27745107779415,188.928062133608,168.198249516504,-188.928062133608,-168.198249516504,0.605,-0.605,0.375,0.308842084924652,3.105
"3274",215119,4,2,4,4,5,1,1,4,3,4,4,3,4,3,4,4,3,2,3,3,2,4,4,4,2,4,4,3,5,5,5,1,3,5,4,1,4,2,2,3,2,3,2,3,3,1,2,2,1,5,5,3,4,1,2,3,2,5,4,5,2,2,3,1,5,3,5,4,4,4,2,2,5,3,1,4,1,5,1,3,2,2,3,4,2,3,1,3,4,1,3,1,2,3,4,3,3,4,2,3,4,4,5,2,2,3,2,5,1,4,3,4,4,3,1,4,3,2,5,3,2,3,2,2,1,2,5,4,3,3,1,2,1,3,3,3,2,3,2,1,4,1,4,1,5,2,1,5,1,4,1,3,3,5,1,3,1,4,2,2,4,4,1,1,4,5,2,1,1,2,1,3,2,3,1,4,4,3,2,1,2,2,4,2,4,3,1,5,2,4,2,3,4,4,5,5,4,3,1,2,"applicant",0,0,TRUE,3.875,2.375,4.5,2.875,4.625,4.125,4.875,2.75,2.75,4,4.125,4.25,4.375,3.125,3.75,3.5,3.75,3,4,4.25,3.5,3.25,4.125,2.625,4.25,4.28125,3.125,3.625,3.40625,4.15625,3.5,4.25,TRUE,0.164422152445749,0.230466951065372,15.84375,0.320120179404456,249.389409388519,233.054235507483,-249.389409388519,-233.054235507483,0.655,-0.655,0.3,0.219773708824787,2.895
"3277",217637,4,2,4,4,5,1,1,4,5,2,4,4,3,2,5,2,4,2,3,4,1,1,4,4,3,3,4,2,4,4,5,4,2,2,4,2,4,1,2,4,1,2,4,4,5,1,2,2,1,4,4,4,5,2,1,5,4,4,4,4,3,3,4,2,4,3,4,5,5,4,2,3,5,2,1,4,2,4,1,2,3,2,3,3,2,2,2,4,3,3,2,1,1,4,4,2,3,3,1,4,4,1,4,4,2,4,2,5,3,4,5,4,2,4,1,4,5,4,4,4,5,2,1,4,2,1,5,2,3,4,1,2,2,2,4,2,1,5,2,2,5,2,4,2,5,4,1,4,2,4,1,4,4,4,2,4,3,4,1,2,4,3,2,2,2,2,2,3,1,2,1,2,2,4,2,4,2,3,2,2,2,2,4,2,4,4,2,4,1,4,2,2,4,4,4,4,5,2,1,1,"applicant",0,0,TRUE,4.125,3,4.625,3.75,4.25,4.375,4.75,3.875,3.875,3.375,4,4,3.5,3.25,4.375,3.75,4.125,3.5,4,4.25,4.875,4.25,4,3.5,4.375,4.09375,3.59375,4.4375,3.78125,4.09375,3.84375,4.375,TRUE,0.869474577697895,0.874457604993416,16.65625,0.889470414213393,155.614656859334,123.499955471544,-155.614656859334,-123.499955471544,0.42,-0.42,0.235,0.334905298558098,2.96
"3279",212954,4,2,4,4,5,1,1,4,5,4,5,4,4,2,4,2,4,1,2,3,1,1,4,4,2,5,5,4,4,5,5,2,1,3,5,1,4,2,2,4,1,2,3,4,5,1,2,3,1,3,5,3,5,2,1,5,5,4,5,4,2,2,5,2,4,4,5,4,5,4,1,2,4,2,1,4,2,4,1,3,4,2,4,4,3,4,2,2,4,2,4,2,1,4,5,3,2,4,1,4,4,1,5,2,2,5,1,4,2,4,4,3,4,4,1,4,5,4,5,3,4,4,1,4,2,2,5,4,5,2,1,2,4,5,4,1,1,4,2,1,4,2,5,2,5,4,1,4,1,3,1,5,5,2,1,4,3,4,2,2,5,3,2,4,1,2,1,1,1,4,1,4,1,4,1,3,2,2,2,2,1,4,4,2,5,4,2,3,1,5,2,2,4,5,5,5,5,1,1,2,"applicant",0,0,TRUE,4.125,2.75,4.875,3.125,4.5,4.25,5,2.75,4.625,3.5,4.75,4.125,3.625,2.375,4.125,4,4.25,3.5,3.875,3.625,4.875,4.375,4.625,2.75,4.75,4.15625,2.875,4.625,3.75,4.53125,3.65625,4.75,TRUE,1.33084999790276,1.54148673261846,17.84375,1.61793551670453,138.366427173159,152.992499848472,-138.366427173159,-152.992499848472,0.475,-0.475,0.375,0.371443182293241,3.045
"3280",214789,4,2,4,4,5,1,1,4,5,4,5,5,3,2,4,2,4,2,2,3,1,1,3,4,3,4,5,2,5,4,5,3,2,3,5,2,3,2,2,3,1,4,3,4,4,1,2,2,1,4,5,3,5,1,1,4,3,3,4,5,2,3,3,1,4,4,4,4,5,4,2,3,4,3,1,4,1,4,1,2,2,2,2,4,3,4,3,2,4,2,3,2,1,4,4,2,2,2,2,4,4,2,4,2,3,4,2,4,2,4,5,4,3,4,2,4,5,4,5,3,4,2,1,4,2,1,5,3,4,4,1,2,2,4,3,2,2,4,3,1,4,2,4,4,5,3,1,3,1,4,2,4,4,2,2,3,4,4,1,2,4,3,2,2,1,3,2,2,1,3,1,3,2,4,1,3,2,2,2,1,2,3,4,3,5,4,3,5,1,5,2,2,4,5,5,4,5,2,1,2,"applicant",0,0,TRUE,4,2.625,4.75,3.625,4.625,4.375,4.75,3.125,3.625,3.5,4.125,4.25,3.375,2.75,3.875,3.875,4.125,3.125,3.5,4.125,4.75,4.25,4,3.5,4.5,3.90625,3.15625,4.25,3.8125,4.21875,3.8125,4.5,TRUE,0.837721208771325,0.900990124274636,16.84375,0.94974909137278,142.667401773016,129.624395889545,-142.667401773016,-129.624395889545,0.425,-0.425,0.255,0.332424572629844,2.975
"3281",101005,4,2,4,4,5,1,1,5,2,3,4,5,2,3,4,2,4,2,4,3,1,2,4,4,3,4,4,4,4,5,5,4,2,4,4,2,2,2,3,4,4,2,2,4,4,3,2,2,2,4,5,4,4,2,2,4,3,3,4,4,4,4,3,2,2,4,4,4,4,3,2,4,4,2,1,4,2,5,1,2,3,4,4,4,4,4,4,4,4,3,4,2,3,3,2,3,2,4,2,4,4,1,5,4,2,2,1,5,4,4,3,4,4,4,1,5,3,2,5,4,5,4,1,4,2,5,1,2,4,2,1,1,4,4,4,3,4,5,4,4,4,3,4,4,4,4,1,4,2,4,1,4,5,3,1,4,5,3,3,2,4,4,4,4,3,3,3,2,2,2,2,2,2,4,1,4,4,4,2,2,4,3,3,2,4,2,4,4,4,3,2,2,3,4,3,3,4,3,1,2,"research",0,0,TRUE,3.75,3,4.5,3.5,4.125,4.125,4.375,3.875,3.375,2.625,4.375,4.375,1.875,2.875,3.125,3.625,3,4,2.625,3.5,3.5,3,3.75,3.625,3.625,3.15625,3.3125,3.625,3.1875,3.8125,4.03125,3.625,TRUE,-0.6147217507092,-0.694544299480063,14.5,-0.690781636266679,387.619659848051,223.876437455949,-387.619659848051,-223.876437455949,0.765,-0.765,0.165,0.162200620396858,3.185
"3282",218561,4,2,4,4,5,1,2,1,4,4,5,5,4,2,3,2,5,1,1,2,1,1,4,4,3,4,4,2,4,4,5,2,1,3,4,3,3,1,2,4,2,1,4,4,4,2,1,1,1,4,4,4,1,5,1,1,4,3,3,5,2,1,3,2,3,4,4,4,5,2,1,4,4,4,2,4,1,5,1,4,4,3,3,3,3,4,4,2,2,2,1,4,1,3,4,1,1,4,1,5,5,1,5,1,1,3,1,5,1,4,4,3,1,5,1,4,4,4,4,5,3,5,1,4,1,1,1,4,4,4,1,2,1,4,3,1,1,5,1,2,5,1,5,4,5,2,1,2,1,5,2,5,5,3,2,4,3,2,1,1,5,5,1,4,1,2,1,3,1,3,1,1,1,5,1,2,2,1,2,1,1,2,4,2,5,1,1,2,1,5,1,1,4,5,5,4,5,1,1,1,"applicant",0,0,TRUE,4,2.5,4.5,4.25,4.375,4.375,4.25,1.5,4.375,3.5,4.125,4.25,4,2.25,3.5,4.125,4.25,4.5,4.75,3,4.75,4,4.625,4.375,4.75,4.25,2.3125,4.28125,3.96875,4.34375,4.375,4.75,TRUE,1.47425220159817,1.89751446113079,18.90625,1.6161889933877,300.983061307795,238.899667979766,-300.983061307795,-238.899667979766,0.705,-0.705,0.475,0.28926429871987,2.775
"3283",216440,4,2,4,4,5,1,2,3,4,5,5,4,2,2,5,2,4,2,4,3,2,1,5,5,2,3,5,3,4,4,5,2,5,3,5,2,2,4,2,4,1,2,2,5,4,2,2,2,1,4,5,5,5,1,1,2,5,5,5,4,2,2,4,4,4,5,3,4,5,2,1,4,5,4,1,5,2,5,1,3,5,1,4,2,3,5,4,4,4,4,3,2,1,4,5,1,4,5,1,2,5,1,4,2,2,4,1,5,3,4,4,4,4,4,2,2,5,5,5,4,4,2,1,1,1,1,5,2,3,4,1,2,4,4,4,4,2,5,1,1,5,4,4,4,5,2,1,4,2,4,3,5,5,4,2,4,4,3,2,2,5,4,2,2,2,5,2,2,1,4,1,2,1,4,2,4,2,4,2,4,3,4,4,4,5,1,3,4,2,5,2,1,5,5,5,5,5,1,1,1,"applicant",0,0,TRUE,4,2,4.875,3.25,4.625,4.625,4.375,2.625,3.875,4,4.625,3.625,2.625,2.5,3.875,3,4.125,4.375,3.25,3.875,4.5,3.5,4.5,4.125,5,3.5625,2.75,4.28125,3.4375,4.46875,4.1875,5,TRUE,0.689378769346163,0.94465887423652,17.1875,0.847831540155968,306.69514079043,259.483973037879,-306.69514079043,-259.483973037879,0.73,-0.73,0.385,0.260935947515734,3.2
"3284",217681,4,2,4,4,5,1,2,4,5,5,4,3,3,4,4,3,5,2,2,4,2,2,3,5,2,2,4,3,5,5,4,2,2,5,4,3,5,2,2,4,1,2,4,5,4,5,1,2,1,4,4,4,5,3,1,5,4,5,4,5,3,3,4,2,4,4,5,5,4,4,1,2,4,2,1,4,1,2,2,2,3,2,4,4,3,3,2,4,5,5,2,2,2,5,4,2,2,1,2,4,5,2,4,3,2,4,2,5,2,4,5,4,2,4,1,5,4,5,5,4,3,5,1,4,1,4,5,4,4,3,2,3,2,4,4,2,1,5,2,1,4,2,5,2,5,5,1,4,1,5,2,4,4,3,2,4,2,4,1,2,4,5,1,4,2,4,4,2,2,2,2,2,1,5,2,4,4,3,1,2,3,2,4,2,4,1,2,5,2,5,2,4,5,5,4,5,5,2,1,1,"applicant",0,0,TRUE,3.875,3.875,4.375,3.625,5,3.875,4.25,3.25,3.75,4,4.125,3.875,3.625,3.25,4.25,3.625,4.5,4.5,4.375,4.375,4,3.75,4.125,3.125,4.75,4.03125,3.6875,4.09375,3.75,4.4375,3.84375,4.75,TRUE,0.761369485863762,0.773065562196152,16.46875,0.619424668843486,248.838228572519,245.083559811023,-248.838228572519,-245.083559811023,0.595,-0.595,0.32,0.244517293970194,3.195
"3286",100033,4,2,4,4,5,1,5,4,5,2,4,4,2,2,4,3,4,2,3,4,2,2,4,4,4,4,5,2,4,5,4,3,2,4,4,2,2,2,2,4,2,2,3,4,4,2,2,3,2,4,4,4,4,4,2,4,4,4,4,3,2,3,4,4,4,4,4,4,5,3,2,4,3,3,2,4,1,4,3,3,4,4,4,4,3,2,2,4,4,2,2,2,1,3,4,3,2,4,2,2,4,2,2,2,2,3,2,5,3,3,4,4,4,4,2,4,4,4,4,4,3,4,2,3,1,1,3,2,4,4,2,4,1,2,4,3,2,4,2,2,4,2,4,3,4,3,2,4,2,3,2,4,4,4,3,4,3,3,2,2,4,4,2,2,2,4,2,2,2,4,2,4,2,4,4,3,2,3,2,2,3,2,4,3,4,4,3,4,2,4,3,3,4,4,5,4,4,2,1,1,"research",0,0,TRUE,3.25,2.5,4.125,3.125,4.375,4,2.875,3.125,4.125,3.25,3.875,3.75,3.125,3.125,4,3.125,3.75,3.5,3.625,4,4.25,3.5,3.875,3.25,4.375,3.21875,3.1875,4.125,3.25,3.96875,3.625,4.375,TRUE,-0.181183282632403,-0.263470115349773,15,-0.351079385210413,235.278257624839,124.839265528145,-235.278257624839,-124.839265528145,0.575,-0.575,0.08,0.194262113606162,3.115
"3287",101581,4,2,4,4,5,2,1,1,4,4,3,4,4,3,4,1,2,4,3,3,2,2,4,3,2,4,4,3,4,4,4,2,2,3,4,3,4,2,3,2,2,2,2,4,4,2,2,3,2,4,4,4,5,4,1,2,4,2,3,4,2,2,4,2,3,5,4,3,5,2,2,2,4,4,2,4,2,2,4,4,4,2,2,4,3,5,4,4,2,4,3,4,1,3,4,4,2,4,2,4,4,2,3,1,2,4,1,3,4,4,3,2,4,3,2,2,4,2,4,2,2,1,2,4,1,3,4,5,4,4,2,4,2,4,3,4,2,4,3,3,4,2,4,1,4,1,2,4,1,4,2,4,5,3,2,4,4,4,2,2,4,4,1,2,2,3,3,2,2,4,2,2,2,3,2,2,2,4,2,2,2,2,4,2,4,2,2,4,2,5,2,3,4,4,4,4,4,2,2,1,"research",0,0,TRUE,3.5,1.75,4,3.625,4.5,3.25,3.875,1.625,4.125,3.25,3.625,3.5,3.375,2.75,3.375,3.125,3.125,3.75,3.5,3.125,4.25,3.375,3.875,2.25,4.125,3.5625,2.3125,3.9375,3.34375,3.78125,3.1875,4.125,TRUE,-0.10118644560596,-0.0863017076429067,15.5,-0.0107037629645113,268.275159062698,171.911891769575,-268.275159062698,-171.911891769575,0.615,-0.615,0.11,0.195999375303827,2.975
"3290",216255,4,2,4,4,5,2,1,2,4,4,5,4,2,2,2,1,4,2,4,2,1,1,4,4,4,4,5,4,5,2,5,2,1,3,5,2,4,1,2,4,1,2,2,2,5,1,1,2,1,4,4,3,4,4,1,5,4,3,5,4,3,1,2,4,4,2,4,2,5,4,1,2,4,4,1,4,1,4,3,4,5,4,4,2,2,4,3,4,5,2,4,4,1,4,4,2,2,4,2,3,5,2,4,1,1,4,1,5,2,4,2,4,2,4,2,2,4,4,5,4,4,1,1,4,1,2,5,4,4,4,1,1,4,5,2,2,1,3,2,2,5,2,5,2,5,2,1,2,1,3,1,4,5,2,1,5,2,2,1,4,4,2,2,4,1,2,1,2,1,4,1,4,1,2,1,2,2,4,2,2,2,4,4,4,4,4,2,4,1,4,2,2,3,4,4,4,4,3,2,3,"applicant",0,0,TRUE,3.875,1.875,4.625,3.25,4.875,3.125,4.625,2.25,4.5,3,4.75,4.125,3.375,1.875,3,3.125,4.375,2.875,3.25,2.5,4.875,4.25,4.625,3.25,3.625,3.78125,2.125,4.25,3.40625,4.65625,3.34375,3.625,TRUE,0.790820836703285,1.06543089236142,17.3125,0.870466904363694,227.430032918249,201.531910637547,-227.430032918249,-201.531910637547,0.655,-0.655,0.295,0.270805322404168,2.915
"3291",216438,4,2,4,4,5,2,1,2,5,4,4,3,4,3,4,2,4,3,2,4,1,2,5,4,2,4,4,3,4,4,5,2,2,4,5,2,4,2,2,4,1,4,2,4,4,1,1,3,1,4,5,4,5,4,1,3,4,4,4,3,3,3,4,3,4,2,5,4,4,3,1,2,1,2,1,4,1,4,1,3,2,1,4,3,3,4,3,4,4,1,2,2,1,4,4,2,4,3,2,4,4,2,4,2,2,3,2,5,2,4,4,3,2,4,2,3,4,4,4,3,2,4,1,2,1,1,5,4,4,4,1,4,1,3,2,2,2,2,2,1,4,2,4,1,5,4,1,4,1,3,1,3,4,3,2,4,4,3,2,1,5,3,1,2,2,3,1,2,1,3,1,2,1,3,1,3,3,2,1,4,2,4,4,3,4,4,2,4,1,5,2,2,4,5,4,4,5,1,1,1,"applicant",0,0,TRUE,3.25,3,4.625,3.375,4.75,3.625,4.875,2.5,3.75,3.875,4.375,3.25,3.625,2.75,3.625,3.5,4.25,2.375,4,4,4.375,4,4.5,2.875,4.625,3.9375,3.0625,4.09375,3.6875,4.46875,3.03125,4.625,TRUE,0.645014666202769,0.610467728004657,16.15625,0.865170675595557,191.711572300514,169.872429065167,-191.711572300514,-169.872429065167,0.55,-0.55,0.26,0.310594814176247,2.89
"3293",218399,4,2,4,4,5,2,1,3,4,2,5,4,4,3,4,2,4,2,2,2,2,2,4,4,2,3,4,3,4,4,4,2,2,4,4,2,3,2,2,4,2,2,4,4,4,2,2,2,2,4,4,2,5,4,2,4,4,3,4,4,2,4,4,2,4,4,4,4,4,2,2,2,2,3,2,3,2,4,2,3,3,2,2,4,2,2,2,3,4,2,2,2,2,4,4,2,2,3,2,4,4,2,4,2,2,4,2,4,2,4,4,4,3,4,2,4,4,4,4,4,4,2,2,4,2,2,4,4,4,4,2,2,2,3,4,2,2,4,2,2,4,2,4,2,4,4,2,4,2,3,2,4,4,3,2,2,2,4,2,2,4,4,2,3,2,4,2,2,2,4,2,2,2,3,2,2,2,3,2,2,3,2,4,2,4,2,2,4,2,4,2,2,4,4,4,4,4,4,2,2,"applicant",0,0,TRUE,3.5,2.625,4,3.25,4.25,3.5,4.125,2.5,3.875,3.375,3.875,3.75,3.75,3.5,4,3.875,3.875,3.75,4,3.625,4,3.5,4,3.25,3.75,3.84375,3.0625,3.96875,3.5,4,3.5625,3.75,TRUE,0.218688195967689,0.222172488413138,15.8125,0.0267368049662789,117.865185894795,105.043030341233,-117.865185894795,-105.043030341233,0.32,-0.32,0.02,0.258408328451861,2.97
